loyalty,satisfaction,Involvement_1,Involvement_2,Involvement_3,Involvement_4,Emo_1,Emo_2,Emo_3,Calc_1,Calc_2,Calc_3,Calc_4,Calc_5,trust_1,trust_2,trust_3,image_1,image_2,image_3,image_4,image_5,educ,gender,age,Involvement,Emotional,Calculative,Trust,Image
4,4,3,3,4,3,4,4,3,3,3,2,3,3,3,5,5,3,5,5,4,5,6,1,7,13,11,14,13,22
4,4,2,4,4,4,4,4,4,3,3,3,5,4,4,4,4,4,4,5,4,4,6,2,2,14,12,18,12,21
4,4,4,4,4,4,4,4,2,5,3,3,3,4,5,4,5,4,4,5,4,4,4,2,5,16,10,18,14,21
4,4,4,2,4,4,3,3,3,1,1,2,5,2,2,2,2,4,3,4,4,1,4,2,3,14,9,11,6,16
4,4,2,3,3,3,5,4,3,3,3,3,3,4,3,4,4,3,3,4,4,5,7,2,2,11,12,16,11,19
4,4,1,4,3,1,2,4,2,3,3,3,2,3,3,2,4,2,4,4,2,4,6,2,4,9,8,14,9,16
4,4,5,5,5,2,5,4,4,3,3,3,1,2,3,5,5,4,5,3,5,5,6,2,7,17,13,12,13,22
4,4,2,3,3,3,3,4,4,3,3,2,5,2,3,3,4,3,3,4,3,4,4,1,5,11,11,15,10,17
4,5,3,5,5,3,4,5,3,3,3,3,4,4,3,5,5,3,4,4,5,5,3,2,4,16,12,17,13,21
4,4,4,4,4,4,3,3,3,4,3,3,3,4,3,3,4,3,4,3,3,3,5,2,2,16,9,17,10,16
4,4,3,5,5,5,4,4,4,3,4,2,5,1,2,4,3,3,3,5,3,5,6,2,2,18,12,15,9,19
4,4,2,4,4,1,4,5,4,3,2,4,3,1,4,4,4,4,4,4,4,4,6,2,3,11,13,13,12,20
4,4,3,5,5,5,3,3,3,4,4,3,5,3,3,3,3,4,3,3,4,2,5,1,3,18,9,19,9,16
5,3,2,4,5,4,4,4,3,4,2,2,4,4,3,3,3,4,4,4,4,4,6,2,2,15,11,16,9,20
5,3,2,4,5,2,3,3,3,3,2,2,4,2,1,3,3,3,3,4,4,4,7,1,2,13,9,13,7,18
5,3,1,2,1,1,1,3,3,3,3,2,4,4,1,3,3,3,3,4,3,4,6,1,5,5,7,16,7,17
5,3,3,4,4,4,1,2,1,1,3,2,1,5,2,3,3,3,2,3,3,3,2,2,6,15,4,12,8,14
5,3,1,2,2,3,4,3,3,3,2,3,3,3,2,3,3,3,4,5,5,4,6,2,2,8,10,14,8,21
5,3,3,4,4,3,3,3,2,2,1,2,4,2,3,3,3,3,3,3,4,3,6,2,4,14,8,11,9,16
5,3,2,5,4,2,3,4,3,2,3,3,2,2,3,4,3,4,4,4,4,4,6,2,2,13,10,12,10,20
5,3,2,3,3,2,3,4,3,3,3,3,4,4,2,3,3,3,3,4,3,4,2,1,5,10,10,17,8,17
6,4,3,4,4,4,5,5,5,3,4,5,4,2,5,5,5,5,5,4,5,5,5,2,2,15,15,18,15,24
6,5,2,4,2,2,3,3,3,2,3,3,2,4,3,4,4,3,3,3,5,4,3,1,5,10,9,14,11,18
6,5,4,5,5,4,5,5,5,3,3,3,2,4,4,5,5,4,5,5,5,5,4,2,5,18,15,15,14,24
6,4,4,2,2,4,4,3,4,1,4,3,3,4,1,5,5,5,4,2,2,3,6,1,1,12,11,15,11,16
6,5,3,5,5,4,4,4,3,5,1,2,5,3,3,4,4,4,4,4,4,4,4,2,2,17,11,16,11,20
6,4,4,5,4,4,3,4,4,3,3,3,2,3,3,3,3,4,3,4,3,4,6,2,2,17,11,14,9,18
6,5,1,4,5,2,5,4,4,2,1,2,4,5,1,4,4,3,3,4,4,5,7,1,3,12,13,14,9,19
6,4,4,4,4,4,4,3,4,3,3,3,4,4,3,4,4,3,3,4,4,4,5,2,1,16,11,17,11,18
6,4,4,2,2,3,1,3,3,3,3,3,3,4,2,3,4,3,3,3,3,4,7,2,1,11,7,16,9,16
6,4,4,4,4,3,5,4,4,1,2,1,2,2,3,4,4,3,4,4,4,4,6,1,4,15,13,8,11,19
6,4,2,3,3,2,4,4,4,2,3,3,2,4,3,3,4,3,3,4,4,4,7,2,2,10,12,14,10,18
6,4,2,4,4,3,3,2,2,4,2,2,3,4,2,3,3,2,2,3,2,4,7,2,2,13,7,15,8,13
6,4,2,4,4,2,4,4,4,3,3,2,2,2,3,4,4,3,5,4,4,5,7,1,2,12,12,12,11,21
6,4,1,5,4,2,4,4,4,3,3,3,5,3,3,3,4,3,5,4,4,3, ,2,2,12,12,17,10,19
6,5,2,4,4,2,3,4,3,2,4,2,4,1,3,4,4,3,3,3,2,4,6,2,2,12,10,13,11,15
6,4,4,4,4,3,3,3,3,3,2,3,4,4,3,5,5,3,4,4,4,4,7,2,2,15,9,16,13,19
6,4,4,4,4,2,3,4,3,3,2,2,2,5,3,4,4,4,3,4,4,4,5,2,4,14,10,14,11,19
6,4,1,2,2,2,4,5,4,3,4,3,4,5,3,5,5,5,5,5,5,5,7,2,2,7,13,19,13,25
6,4,2,5,4,2,4,4,3,3,3,3,2,2,3,3,3,3,3,4,4,4,6,1,5,13,11,13,9,18
6,5,4,3,4,3,4,5,4,4,4,2,4,2,4,4,5,4,4,4,4,5,5,1,1,14,13,16,13,21
6,5,3,5,4,2,3,4,5,3,3,2,4,1,3,5,5,3,3,5,5,5, ,1,1,14,12,13,13,21
6,4,3,4,2,2,3,4,3,3,3,3,2,4,3,4,4,3,3,4,4,4,6,2,4,11,10,15,11,18
6,4,3,3,3,2,4,4,3,3,3,3,4,2,3,4,4,4,4,5,5,4,6,1,2,11,11,15,11,22
6,4,1,5,1,3,3,3,3,3,3,2,5,3,4,3,3,3,3,5,3,3,4,1,2,10,9,16,10,17
6,4,1,3,3,4,3,4,3,3,5,3,2,2,4,4,5,4,4,4,4,5,6,1,3,11,10,15,13,21
6,4,3,4,4,4,3,4,4,3,3,2,5,5,3,4,4,3,4,4,3,4,6,2,3,15,11,18,11,18
6,5,2,5,5,3,4,3,3,3,3,3,5,2,2,5,4,3,3,4,4,5,6,1,4,15,10,16,11,19
6,4,3,4,4,2,4,4,4,3,4,2,4,3,4,5,5,3,4,5,5,4,6,2,2,13,12,16,14,21
6,4,1,2,1,2,4,3,1,3,4,3,1,4,3,3,3,3,3,3,3,3,6,2,4,6,8,15,9,15
6,5,3,5,4,3,4,4,3,2,3,2,4,3,3,4,5,3,3,5,4,5,3,2,4,15,11,14,12,20
6,5,4,4,4,3,4,4,3,5,2,3,4,3,3,4,5,4,3,4,4,5,6,2,6,15,11,17,12,20
6,4,4,3,4,3,4,3,3,3,3,1,3,3,3,4,4,3,3,3,3,4,5,1,4,14,10,13,11,16
6,5,2,3,2,3,5,5,5,2,2,3,1,1,5,5,5,4,5,5,5,5,4,1,5,10,15,9,15,24
6,4,3,5,5,4,3,4,3,3,3,1,5,1,3,4,5,3,3,5,4,4, ,1,7,17,10,13,12,19
6,4,4,4,4,3,2,2,3,2,4,3,4,2,1,2,2,4,3,4,4,3,5,2,4,15,7,15,5,18
6,4,3,4,4,1,4,5,4,3,3,3,4,3,4,3,5,3,5,5,5,5,4,1,2,12,13,16,12,23
6,4,3,3,4,3,4,4,3,4,3,2,4,4,4,4,4,4,4,4,4,4,4,1,2,13,11,17,12,20
6,4,1,4,4,2,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,4,1,4,11,9,11,9,15
6,4,5,5,5,5,3,3,3,4,3,4,5,1,3,4,4,4,4,4,4,4,5,2,4,20,9,17,11,20
6,4,3,4,4,3,3,5,3,3,3,1,3,5,3,3,5,5,3,4,4,4,4,1,4,14,11,15,11,20
6,5,4,5,5,4,4,5,4,3,3,2,4,1,2,5,5,4,4,5,4,5,6,1,6,18,13,13,12,22
6,5,3,5,5,3,5,5,4,3,3,2,3,3,4,5,5,5,5,5,5,5,5,2,4,16,14,14,14,25
6,4,3,2,3,2,4,4,1,4,3,3,3,3,3,3,4,3,3,4,4,4,6,2,2,10,9,16,10,18
6,4,4,4,2,3,3,3,4,4,5,4,2,5,1,3,3,4,3,4,2,3,4,1,6,13,10,20,7,16
6,4,2,5,5,2,4,5,3,1,2,3,5,3,2,5,4,3,3,3,3,4,6,1,5,14,12,14,11,16
6,4,4,5,5,4,3,4,3,3,4,3,4,3,4,3,4,3,3,4,4,4,6,2,6,18,10,17,11,18
6,4,4,3,4,4,1,3,2,3,4,1,4,4,1,3,3,3,3,3,3,4,3,1,5,15,6,16,7,16
6,5,2,4,4,1,5,5,5,1,3,3,4,1,2,5,5,5,5,5,5,5,6,1,7,11,15,12,12,25
6,5,4,3,3,3,5,5,4,3,3,3,4,5,3,4,5,5,5,4,5,4,5,2,5,13,14,18,12,23
6,4,3,3,3,3,3,4,3,1,2,4,3,4,3,3,3,3,3,5,3,3,2,1,6,12,10,14,9,17
6,4,2,4,4,2,4,4,3,4,1,2,3,1,3,4,4,3,4,5,5,4,6,1,5,12,11,11,11,21
6,5,4,5,5,4,4,5,4,3,3,3,1,1,2,4,5,4,5,4,5,5,6,1,2,18,13,11,11,23
6,5,4,5,4,3,5,4,3,3,3,3,1,1,5,5,5,5,5,5,5,5, ,1,3,16,12,11,15,25
6,4,2,4,3,3,3,3,3,3,3,2,4,1,3,4,4,3,3,4,4,4,3,2,2,12,9,13,11,18
6,4,4,4,4,4,4,4,3,4,3,4,5,3,4,4,4,3,4,4,4,4,5,2,1,16,11,19,12,19
6,5,1,4,4,2,3,5,3,3,3,3,4,1,4,4,4,4,4,4,3,4,5,1,2,11,11,14,12,19
6,4,2,4,4,2,3,1,3,2,2,2,4,4,2,3,4,3,3,4,2,4,7,1,2,12,7,14,9,16
6,4,2,3,3,3,4,4,4,3,3,3,4,3,3,4,4,3,4,4,4,4, ,1,3,11,12,16,11,19
6,4,4,5,5,4,3,4,4,4,2,3,5,2,3,4,4,4,4,5,4,4,4,1,2,18,11,16,11,21
6,5,3,4,4,3,5,5,5,3,4,3,2,2,3,4,4,4,5,5,5,5,5,2,2,14,15,14,11,24
6,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,4,15,9,15,9,15
6,4,3,4,4,3,5,4,3,4,2,3,3,3,4,4,5,4,5,5,5,5,4,2,2,14,12,15,13,24
6,4,4,5,4,4,5,4,2,3,2,5,4,4,3,4,5,3,2,3,3,3, ,1,7,17,11,18,12,14
6,4,4,5,4,3,4,4,3,3,3,2,4,3,3,3,4,4,3,4,3,4,7,2,5,16,11,15,10,18
6,5,3,3,3,3,5,5,4,3,3,2,3,2,4,5,5,5,5,5,5,5,3,1,4,12,14,13,14,25
6,4,3,4,5,5,4,4,3,3,3,3,5,2,4,4,4,4,3,4,4,4,5,2,4,17,11,16,12,19
6,4,3,4,5,3,4,3,3,2,2,2,3,2,3,4,4,4,4,4,4,5,5,2,1,15,10,11,11,21
6,4,3,5,4,2,4,5,5,3,3,3,4,3,4,5,5,5,4,5,5,5,6,1,4,14,14,16,14,24
6,4,3,4,5,3,3,3,4,3,4,2,4,5,4,4,4,4,3,4,4,4,7,2,2,15,10,18,12,19
6,4,4,5,4,4,5,5,5,3,4,3,4,4,3,5,5,4,4,5,4,5, ,2,2,17,15,18,13,22
6,5,2,3,3,3,5,5,5,4,5,4,4,1,4,5,5,4,5,5,5,5,6,2,2,11,15,18,14,24
6,5,2,3,3,3,4,4,4,4,2,2,1,4,1,4,4,3,3,4,4,4,7,2,2,11,12,13,9,18
6,4,3,4,4,4,4,3,4,2,3,2,4,4,3,4,4,3,4,3,4,4,6,1,2,15,11,15,11,18
6,4,4,5,5,4,3,4,4,2,1,1,2,1,3,5,5,3,2,4,4,5,6,1,4,18,11,7,13,18
6,4,3,5,4,3,4,3,3,2,2,2,4,2,3,4,4,4,3,4,4,3,6,2,3,15,10,12,11,18
6,4,2,5,4,3,4,4,4,3,4,3,3,4,3,3,3,4,4,4,4,4,4,2,3,14,12,17,9,20
6,4,4,4,4,4,4,2,4,2,3,5,2,3,2,4,4,3,4,5,5,5,2,1,4,16,10,15,10,22
6,4,4,5,5,5,4,3,3,3,2,3,2,2,4,5,5,4,4,4,4,5,5,1,5,19,10,12,14,21
6,4,2,4,3,2,4,3,3,3,3,3,4,2,3,3,3,3,3,4,3,4,3,2,3,11,10,15,9,17
6,4,4,5,4,4,4,4,3,1,3,2,1,1,3,4,4,3,3,4,4,4,6,2,2,17,11,8,11,18
6,4,4,5,5,4,4,4,4,3,4,2,4,2,4,4,5,3,5,4,4,5,4,2,2,18,12,15,13,21
6,4,1,4,4,4,4,3,3,3,3,2,2,3,3,4,4,4,3,4,4,4,7,2,2,13,10,13,11,19
6,4,4,4,4,4,5,3,3,3,3,2,3,2,2,4,4,3,5,4,3,4,4,1,7,16,11,13,10,19
6,4,3,4,4,5,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,3,1,6,16,11,17,12,20
6,4,3,2,4,2,4,4,3,3,4,3,3,4,3,4,4,3,4,4,4,4,6,2,3,11,11,17,11,19
6,4,3,4,3,4,4,3,4,3,3,3,1,3,3,4,4,3,3,4,4,4,4,2,4,14,11,13,11,18
6,4,4,4,4,3,3,4,3,1,2,3,5,1,3,4,4,3,3,3,3,4,4,1,4,15,10,12,11,16
6,4,3,3,3,2,3,3,3,3,2,2,4,2,3,3,4,2,2,4,4,3,4,2,4,11,9,13,10,15
6,4,3,4,4,5,3,3,4,3,3,3,3,3,3,3,3,3,2,4,4,4,6,2,2,16,10,15,9,17
6,4,5,3,4,3,5,5,3,2,2,3,3,3,3,5,3,3,5,5,5,5,2,2,6,15,13,13,11,23
6,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,2,5,16,12,18,12,20
6,4,3,4,3,3,4,4,3,5,4,4,2,4,4,5,5,5,5,5,4,5,4,1,6,13,11,19,14,24
6,4,2,2,4,4,3,3,4,2,3,2,5,4,3,3,3,3,3,4,3,3,6,2,2,12,10,16,9,16
6,4,4,4,4,3,4,4,3,3,4,5,1,3,3,4,4,3,5,4,3,5,4,2,6,15,11,16,11,20
6,5,4,4,3,3,4,4,4,4,5,2,4,1,2,4,5,3,3,4,5,5,7,1,3,14,12,16,11,20
6,4,4,4,4,3,4,5,3,4,3,4,1,2,4,4,5,4,4,4,4,5,4,2,5,15,12,14,13,21
6,4,3,3,2,3,3,3,3,3,3,3,3,3,3,5,4,3,4,5,3,5,6,1,5,11,9,15,12,20
6,4,2,3,2,4,4,5,4,2,3,4,2,3,4,5,5,4,4,5,4,5,6,2,2,11,13,14,14,22
6,5,4,5,5,5,5,5,4,4,3,3,5,4,4,5,5,5,5,5,5,5,3,2,4,19,14,19,14,25
6,5,3,4,4,3,5,5,3,5,4,4,2,1,4,4,4,4,4,5,5,4,4,2,2,14,13,16,12,22
6,4,3,5,3,1,4,5,3,3,3,2,4,3,3,3,4,3,3,5,4,5,6,2,3,12,12,15,10,20
6,4,4,4,4,3,4,4,3,2,2,3,1,4,3,4,4,4,3,4,4,4,4,2,3,15,11,12,11,19
6,4,4,4,3,4,4,3,4,3,3,2,3,5,2,3,3,3,2,4,4,4,6,2,2,15,11,16,8,17
6,5,4,5,5,5,5,5,4,5,4,2,5,1,4,5,5,4,5,5,5,5,4,1,5,19,14,17,14,24
6,4,3,4,4,3,3,4,4,3,1,3,3,2,3,4,4,3,4,4,4,4,6,1,6,14,11,12,11,19
6,4,2,3,3,3,4,4,3,3,3,3,3,3,3,4,5,4,3,5,5,4,5,2,4,11,11,15,12,21
6,4,3,3,3,3,4,3,4,3,3,3,3,3,3,4,4,3,3,3,3,3, ,1,7,12,11,15,11,15
6,4,3,4,4,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,4,2,4,14,9,16,10,15
6,4,4,4,3,4,4,4,2,2,3,2,2,2,3,4,3,3,3,4,3,4,6,1,6,15,10,11,10,17
6,4,4,5,5,4,5,4,3,4,4,3,4,3,4,4,5,4,4,5,5,5,4,2,5,18,12,18,13,23
6,4,3,3,3,3,4,4,3,3,4,3,2,3,3,4,4,4,4,3,3,3,3,2,6,12,11,15,11,17
6,4,4,4,4,4,4,4,3,3,4,4,2,1,3,4,5,4,4,4,4,5,4,2,4,16,11,14,12,21
6,5,4,4,4,4,4,4,4,2,2,2,3,1,3,5,4,4,4,4,4,4,7,1,3,16,12,10,12,20
6,5,4,5,5,4,5,5,4,5,4,4,5,3,4,5,5,4,5,5,5,5,6,1,5,18,14,21,14,24
6,4,4,3,3,4,4,4,3,3,3,2,3,4,3,4,4,3,4,3,4,4,6,1,6,14,11,15,11,18
6,4,1,4,1,1,3,3,5,3,3,2,4,4,3,4,4,3,3,4,4,4,7,2,4,7,11,16,11,18
6,5,3,2,2,1,5,5,4,3,2,2,1,3,5,4,5,3,4,5,4,5,4,1,4,8,14,11,14,21
6,4,4,4,4,4,4,4,3,3,3,3,3,2,3,4,4,4,4,4,3,4,3,2,4,16,11,14,11,19
6,4,4,3,3,4,4,4,3,3,3,2,3,3,3,4,4,5,4,4,4,4,4,2,5,14,11,14,11,21
6,4,2,3,4,2,3,4,2,4,4,3,4,4,3,4,4,3,3,3,4,4,6,2,3,11,9,19,11,17
6,5,3,5,4,3,4,4,4,3,3,3,4,3,4,5,4,3,4,4,5,4,3,1,7,15,12,16,13,20
6,5,4,3,3,3,4,4,4,1,1,2,4,1,4,4,5,4,4,4,4,5,5,1,7,13,12,9,13,21
6,4,3,2,2,5,3,4,4,3,2,3,2,1,3,4,4,3,3,4,3,4,3,1,6,12,11,11,11,17
6,5,4,3,3,4,3,2,3,3,2,3,2,2,3,1,2,3,2,1,3,4,5,1,1,14,8,12,6,13
6,4,2,4,4,2,5,4,4,3,4,3,4,2,2,4,5,5,4,5,5,4,7,2,6,12,13,16,11,23
6,4,3,4,2,5,4,4,3,3,3,3,3,4,3,4,4,3,3,4,4,3,2,2,4,14,11,16,11,17
6,5,4,5,5,5,3,4,3,4,4,3,1,5,3,3,3,3,1,4,3,5,4,2,2,19,10,17,9,16
6,5,4,4,4,2,5,5,3,1,3,2,2,1,4,5,5,5,5,5,5,5,3,2,5,14,13,9,14,25
6,4,4,3,3,1,3,3,3,2,1,3,1,2,2,4,4,3,4,5,4,4,4,2,4,11,9,9,10,20
6,5,4,3,4,3,5,5,5,3,3,3,1,2,5,4,4,4,4,4,5,5,3,1,6,14,15,12,13,22
6,4,3,4,4,2,3,3,3,2,3,2,4,4,2,4,4,3,3,4,4,4,6,1,2,13,9,15,10,18
6,4,2,3,3,1,4,5,3,5,3,2,3,3,2,4,4,3,3,3,4,4,6,2,2,9,12,16,10,17
6,4,2,4,3,1,3,4,3,3,3,3,4,5,3,3,4,4,4,4,3,5,6,2,4,10,10,18,10,20
6,4,3,4,4,2,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,1,3,13,12,15,11,20
6,4,3,4,4,4,5,4,5,4,2,4,3,4,4,5,5,5,4,4,4,5,4,2,4,15,14,17,14,22
6,4,2,4,4,3,4,4,3,3,3,2,3,2,3,4,4,3,4,4,4,4,6,2,4,13,11,13,11,19
6,5,5,4,5,4,5,5,5,2,1,3,5,3,3,5,5,4,5,5,5,5,3,1,5,18,15,14,13,24
6,4,4,4,4,2,3,3,3,2,3,2,4,3,3,4,4,3,3,3,3,3,5,2,2,14,9,14,11,15
6,5,4,1,1,2,4,5,3,1,4,3,1,3,4,5,5,3,4,5,4,4,2,2,6,8,12,12,14,20
6,5,4,3,2,4,5,5,5,3,4,3,2,2,4,5,5,5,4,5,5,5,4,2,2,13,15,14,14,24
6,4,4,3,4,4,5,5,3,3,3,3,3,4,4,5,5,5,5,5,5,5,4,2,3,15,13,16,14,25
6,4,3,3,4,2,3,4,3,3,4,4,5,4,3,4,4,3,3,3,4,4,6,2,4,12,10,20,11,17
6,5,2,3,4,2,3,3,2,2,3,3,3,2,2,4,4,3,4,5,3,4,7,1,2,11,8,13,10,19
6,4,3,4,5,4,3,3,3,3,3,1,4,2,3,4,3,3,3,4,4,5,6,2,4,16,9,13,10,19
6,4,2,4,4,2,3,3,3,3,3,3,4,3,3,4,4,3,4,4,3,4,5,2,2,12,9,16,11,18
6,4,4,2,2,3,3,3,3,3,3,4,2,2,3,3,4,3,3,3,3,4,4,2,4,11,9,14,10,16
6,4,4,4,4,4,3,4,4,2,4,1,3,4,4,4,4,4,4,4,4,4,3,2,4,16,11,14,12,20
6,4,4,4,4,4,5,5,3,3,2,3,2,3,4,4,4,4,5,4,5,5,3,2,5,16,13,13,12,23
6,4,2,4,5,5,3,3,3,1,2,3,2,3,3,3,5,3,3,3,3,5,5,1,6,16,9,11,11,17
6,5,3,4,4,3,3,4,4,3,2,2,4,3,3,4,4,4,3,4,4,4,7,1,2,14,11,14,11,19
6,5,3,4,4,4,4,2,5,5,4,4,2,3,4,5,4,3,4,3,5,5,7,1,1,15,11,18,13,20
6,4,2,4,4,3,2,3,3,3,3,3,3,2,4,4,4,3,4,4,3,3,7,2,3,13,8,14,12,17
6,5,3,4,5,3,4,4,4,2,4,3,3,3,3,4,4,3,4,3,4,4,6,1,4,15,12,15,11,18
6,4,4,4,4,3,5,5,3,3,3,3,2,3,3,5,5,5,5,5,5,5,1,2,6,15,13,14,13,25
6,5,1,2,2,1,5,5,5,3,3,2,2,5,4,5,5,5,5,5,5,5,7,1,4,6,15,15,14,25
6,4,1,2,2,2,4,5,3,3,3,2,3,4,3,3,4,4,5,3,3,4,2,2,5,7,12,15,10,19
6,4,3,4,4,3,5,4,5,3,4,3,2,4,4,4,5,4,4,4,4,4,4,2,4,14,14,16,13,20
6,4,3,3,4,3,3,4,4,1,3,1,2,4,3,3,4,4,3,4,3,5,3,1,7,13,11,11,10,19
6,4,3,4,4,2,3,4,4,3,3,2,4,4,3,3,4,3,3,4,4,4,6,1,2,13,11,16,10,18
6,4,4,5,5,5,4,4,4,4,3,1,4,4,1,5,3,3,5,4,5,3,7,2,4,19,12,16,9,20
6,5,4,4,4,3,5,4,4,3,3,3,3,4,4,4,5,4,4,4,5,5,6,1,4,15,13,16,13,22
6,5,3,3,3,2,5,4,3,1,3,4,3,5,3,4,5,5,5,4,4,4,6,2,5,11,12,16,12,22
6,4,3,4,3,3,3,3,3,4,3,3,4,3,3,4,3,4,3,4,3,4,4,1,2,13,9,17,10,18
6,4,4,3,3,4,5,4,4,3,3,1,3,3,3,3,4,4,5,4,4,4,6,2,2,14,13,13,10,21
6,5,4,4,3,2,5,5,4,2,3,1,1,2,3,5,5,4,4,5,5,5,7,1,7,13,14,9,13,23
6,4,4,5,5,4,5,3,3,3,3,3,4,3,4,5,4,4,4,4,4,4,6,2,6,18,11,16,13,20
6,4,2,3,3,3,4,4,3,3,2,3,1,3,4,4,4,3,4,5,4,4,2,1,5,11,11,12,12,20
6,5,5,5,5,1,5,5,5,3,3,2,5,1,3,5,5,5,5,5,4,5,3,2,5,16,15,14,13,24
6,4,2,2,2,3,5,4,3,1,3,3,3,2,4,4,4,4,4,5,5,5,4,1,4,9,12,12,12,23
6,5,3,4,3,2,5,5,4,3,3,2,1,3,5,5,5,5,5,5,5,5,6,1,5,12,14,12,15,25
6,5,2,5,5,4,5,5,4,4,4,4,3,2,4,4,5,5,5,5,5,5,4,1,2,16,14,17,13,25
6,4,2,4,4,3,3,3,3,3,4,3,4,5,2,3,4,3,2,2,3,4,5,1,2,13,9,19,9,14
6,4,4,4,4,3,5,4,4,3,4,2,3,2,3,3,3,4,3,3,4,3,6,2,5,15,13,14,9,17
6,4,4,4,5,4,4,4,4,4,1,1,4,1,3,5,5,4,5,5,4,4,6,1,5,17,12,11,13,22
6,5,3,4,4,3,4,5,4,2,2,2,3,3,4,4,5,5,4,4,5,5,6,1,3,14,13,12,13,23
6,4,3,4,5,4,4,4,3,3,4,2,2,2,4,4,4,4,3,4,4,3,4,1,2,16,11,13,12,18
6,5,2,3,3,2,4,5,4,2,3,3,2,3,2,3,4,3,4,4,4,4,3,2,5,10,13,13,9,19
6,4,2,4,2,2,5,5,4,5,3,2,2,2,3,5,5,4,4,5,5,5,6,1,6,10,14,14,13,23
6,4,3,4,4,1,5,5,3,3,3,2,4,3,4,5,5,3,3,5,4,5,4,1,3,12,13,15,14,20
6,5,2,5,5,2,5,4,3,3,3,4,1,1,4,4,5,3,5,5,4,5,6,1,5,14,12,12,13,22
6,5,3,3,3,4,4,5,3,3,3,2,2,4,4,4,5,5,5,5,4,5,7,1,6,13,12,14,13,24
7,4,4,3,3,3,4,4,4,3,2,3,1,2,3,4,4,4,4,4,5,4,4,2,4,13,12,11,11,21
7,5,2,3,2,4,4,4,4,3,4,3,3,2,3,5,4,3,5,5,4,4,5,2,1,11,12,15,12,21
7,4,3,3,3,3,3,4,4,3,3,1,1,2,3,5,4,3,4,4,3,4,6,1,5,12,11,10,12,18
7,4,3,4,4,3,3,4,3,2,3,2,2,5,3,4,4,4,4,4,5,3,7,2,2,14,10,14,11,20
7,5,3,2,2,4,4,4,4,3,3,3,3,3,3,4,4,4,3,5,4,4,7,1,2,11,12,15,11,20
7,5,4,4,4,2,4,4,4,3,3,2,4,1,4,5,4,5,4,5,5,5,7,2,3,14,12,13,13,24
7,5,3,3,3,4,4,3,5,1,1,3,1,3,4,4,5,3,4,5,5,5,4,1,4,13,12,9,13,22
7,4,3,3,3,5,4,4,4,1,3,3,2,4,3,3,4,3,4,4,4,4,6,2,2,14,12,13,10,19
7,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,6,1,6,16,12,18,12,20
7,5,4,2,4,3,3,4,4,5,5,3,3,3,3,4,5,4,5,5,5,5,6,2,2,13,11,19,12,24
7,4,4,4,4,4,5,4,5,3,3,4,1,5,5,5,5,4,5,5,5,5,4,2,2,16,14,16,15,24
7,5,4,3,4,4,2,5,5,1,3,3,3,4,5,5,5,4,5,5,5,5,2,1,4,15,12,14,15,24
7,5,4,4,4,3,4,4,4,2,2,3,4,3,3,4,3,3,4,4,4,4,4,1,2,15,12,14,10,19
7,4,3,2,2,4,4,4,5,4,4,4,4,2,3,5,5,4,3,5,4,5, ,1,1,11,13,18,13,21
7,4,3,2,2,2,3,4,3,3,3,3,1,3,3,3,4,3,4,3,3,4,4,2,4,9,10,13,10,17
7,4,4,4,4,4,4,5,5,3,3,3,3,4,3,4,5,4,4,5,5,5,4,2,4,16,14,16,12,23
7,5,4,4,4,2,5,4,5,3,3,3,3,3,4,5,5,4,5,5,5,5,2,1,7,14,14,15,14,24
7,4,4,3,4,1,5,5,5,3,5,2,1,5,4,5,5,4,4,5,5,5,4,1,7,12,15,16,14,23
7,5,2,4,4,3,5,4,4,4,4,3,4,4,5,4,4,4,5,4,5,4,6,1,3,13,13,19,13,22
7,5,2,4,4,2,4,4,5,2,4,3,4,4,3,3,3,3,3,4,3,3,7,2,4,12,13,17,9,16
7,5,3,4,4,2,5,4,5,1,3,2,3,1,4,5,5,4,5,5,4,4,4,1,1,13,14,10,14,22
7,4,4,4,5,3,4,4,5,2,4,2,4,4,3,4,4,4,3,4,4,4, ,2,5,16,13,16,11,19
7,5,3,4,3,3,4,4,4,1,4,3,2,1,4,4,4,4,3,5,5,4,6,2,7,13,12,11,12,21
7,4,5,5,5,4,3,4,4,1,4,1,4,1,3,4,4,3,3,3,5,4,4,1,4,19,11,11,11,18
7,4,3,5,5,4,4,4,4,4,4,2,4,5,3,4,4,4,4,4,4,4,3,1,5,17,12,19,11,20
7,4,4,3,3,3,4,5,5,3,3,2,1,1,3,5,5,4,5,4,4,5,5,1,2,13,14,10,13,22
7,4,3,4,4,4,4,5,4,2,3,3,4,3,4,5,3,4,5,3,4,5,4,1,4,15,13,15,12,21
7,5,5,5,5,4,4,5,5,1,4,3,3,1,3,4,4,3,4,4,4,5,6,2,5,19,14,12,11,20
